三叉神经痛	三叉神经疼
肛门停止排气排便	停止排气排便
肛门停止排气排便	屁眼停止排气排便
肛门停止排气排便	排便排气停止
肛门停止排气排便	排气停止
肛门停止排气排便	肛门不排气
肛门停止排气排便	肛门停止排气
肛门停止排气排便	肛门部停止排气排便
肛门潮湿	屁眼潮湿
肛门潮湿	肛门部潮湿
肛门瘙痒	屁眼痒
肛门瘙痒	屁眼瘙痒
肛门瘙痒	屁股痒
肛门瘙痒	肛周部瘙痒
肛门瘙痒	肛门一直痒
肛门瘙痒	肛门发痒
肛门瘙痒	肛门口痒
肛门瘙痒	肛门周围很痒
肛门瘙痒	肛门周围痒
肛门瘙痒	肛门周围瘙痒
肛门瘙痒	肛门处痒
肛门脓肿	肛周化脓
肛门脓肿	肛周流脓
肛门脓肿	肛周部化脓
肛门脓肿	肛周部流脓
肛门脓肿	肛门周围化脓
肛门脓肿	肛门周围流脓
肛门脓肿	肛门附近化脓
肛门脓肿	肛门附近流脓
肝区不适	肝脏区不适
肝区不适	肝部不适
肝区疼痛	肝区痛
肝区疼痛	肝区胀痛
肝区疼痛	肝疼痛
肝区疼痛	肝脏区域疼痛
肝区疼痛	肝脏区疼痛
肝区疼痛	肝脏疼痛
肝区疼痛	肝部区疼痛
肝区疼痛	肝部疼痛
肝大	肝肿大
肝大	肝脏大
肝大	肝脏肿大
肝大	肝部大
肝掌	肝脏掌
肝脏肿块	肝肿块
肝脏肿块	肝部肿块
肝脾肿大	肝脾增大
肝脾肿大	肝脾大
肠蠕动减慢	肠蠕动减少
肠鸣	肚子叫
肠鸣	肚子咕噜咕噜叫
肠鸣	肚子经常咕咕叫
肠鸣	肚子老响
肠鸣	肚子老是咕咕叫
肠鸣	肚子里咕咕响
肠鸣	肠鸣不适
肠鸣	肠鸣音亢进
肠鸣	腹鸣
肠黏膜充血	肠道黏膜充血
肠黏膜水肿	肠道黏膜水肿
肢体坏死	上下肢坏死
肢体坏死	胳膊腿坏死
肢体水肿	上下肢水肿
肢体水肿	全身性水肿
肢体水肿	全身水肿
肢体水肿	全身浮肿
肢体水肿	全身肿
肢体水肿	全身肿胀
肢体水肿	浑身性水肿
肢体水肿	浑身水肿
肢体水肿	浑身肿胀
肢体水肿	胳膊腿水肿
肢体水肿	身上性水肿
肢体畸形	上下肢畸形
肢体畸形	胳膊腿畸形
肢体畸形	身体各处畸形
肢体畸形	身体畸形
肢体疼痛	上下肢疼痛
肢体疼痛	四肢疼痛
肢体疼痛	手脚疼痛
肢体疼痛	手脚肿痛
肢体疼痛	胳膊腿疼痛
肢体瘫痪	全身瘫痪
肢体瘫痪	浑身瘫痪
肢体瘫痪	身上瘫痪
肢体缺血	上下肢缺血
肢体缺血	胳膊腿缺血
肢体肌张力	上下肢肌张力
肢体肌张力	胳膊腿肌张力
肢体萎缩	上下肢肌萎缩
肢体萎缩	上下肢萎缩
肢体萎缩	全身肌肉挛缩
肢体萎缩	全身肌肉萎缩
肢体萎缩	小腿萎缩
肢体萎缩	没有肌肉
肢体萎缩	肌肉挛缩
肢体萎缩	肌肉萎缩
肢体萎缩	肌萎缩
肢体萎缩	肢体肌萎缩
肢体萎缩	胳膊腿肌萎缩
肢体酸痛	上下肢酸痛
肢体酸痛	胳膊腿酸痛
肢体酸痛	身体各处酸痛
肢体酸痛	身体酸痛
肢体震颤	上下肢震颤
肢体震颤	全身肌肉震颤
肢体震颤	肌束震颤
肢体震颤	肌肉纤维震颤
肢体震颤	肌肉震颤
肢体震颤	肢体不自主震颤
肢体震颤	胳膊腿震颤
肢体麻木	上下肢麻木
肢体麻木	四肢发麻
肢体麻木	四肢麻木
肢体麻木	手脚麻木
肢体麻木	手足部麻木
肢体麻木	手足麻木
肢体麻木	肢体发麻
肢体麻木	胳膊腿麻木
肢体麻痹	上下肢麻痹
肢体麻痹	全身麻痹
肢体麻痹	浑身麻痹
肢体麻痹	胳膊腿麻痹
肢体麻痹	身上麻痹
肥胖	全身肥胖
肥胖	小儿肥胖
肥胖	浑身肥胖
肥胖	肥胖臃肿
肥胖	身上肥胖
肥胖	身体发胖
肥胖	身体各处肥胖
肥胖	身体肥胖
肥胖	身体越来越胖
肩关节僵硬	肩僵硬
肩关节僵硬	肩背僵硬
肩关节僵硬	肩背部僵硬
肩关节僵硬	肩膀僵硬
肩关节僵硬	肩部僵硬
肩关节僵硬	膀子僵硬
肩关节活动受限	肩活动受限
肩关节活动受限	肩背活动受限
肩关节活动受限	肩背部活动受限
肩关节活动受限	肩膀活动受限
肩关节活动受限	肩部活动受限
肩关节活动受限	膀子活动受限
肩部痉挛	肩关节痉挛
肩部紧张	肩关节紧张
肩部紧张	肩紧张
肩部紧张	肩背紧张
肩部紧张	肩背部紧张
肩部紧张	肩膀紧张
肩部紧张	膀子紧张
肩部肿胀	肩关节肿胀
肩部肿胀	肩肿胀
肩部肿胀	肩背肿胀
肩部肿胀	肩背部肿胀
肩部肿胀	肩膀肿胀
肩部肿胀	膀子肿胀
肺水肿	肺部水肿
肺血管淤血	肺血管瘀血
肺血管淤血	肺部血管淤血
肺血管淤血	肺部血管瘀血
肺血管畸形	肺部血管畸形
肺血管痉挛	肺部血管痉挛
肾上腺出血	双侧肾上腺出血
肾上腺肿块	双侧肾上腺结节
肾上腺肿块	双侧肾上腺肿块
肾上腺肿块	肾上腺结节
肾功能损害	肾脏功能损害
肾功能损害	肾部功能损害
肾区叩痛	肾区叩击痛
肾区叩痛	肾脏区叩痛
肾区疼痛	肾疼痛
肾区疼痛	肾痛
肾区疼痛	肾脏区疼痛
肾区疼痛	肾脏疼痛
肾区疼痛	肾部疼痛
肾病	肾脏病
肾病	肾部病
肿块	局部肿块
胁腹部疼痛	胁腹疼痛
胃下垂	胃部下垂
胃痉挛	胃抽筋
胃痉挛	胃部痉挛
胃痛	急性胃痛
胃痛	感觉胃有点疼
胃痛	经常胃疼
胃痛	胃上部疼痛
胃痛	胃剧痛
胃痛	胃区疼痛
胃痛	胃口疼
胃痛	胃口疼痛
胃痛	胃口胀痛
胃痛	胃很疼
胃痛	胃很痛
胃肠道反应	消化道刺激症状
胃肠道反应	肠子刺激症状
胃肠道反应	肠子反应
胃肠道反应	肠子症状
胃肠道反应	肠胃刺激症状
胃肠道反应	肠胃反应
胃肠道反应	肠胃症状
胃肠道反应	肠道反应
胃肠道反应	胃肠刺激症状
胃肠道反应	胃肠反应
胃肠道反应	胃肠症状
胃肠道失血	消化道失血
胃肠道失血	肠子失血
胃肠道失血	肠胃失血
胃肠道失血	胃肠失血
胃肠黏膜糜烂	胃肠道黏膜糜烂
胃肠黏膜萎缩	胃肠道黏膜萎缩
胃胀不适	胃部胀不适
胃酸	泛酸水
胃酸	经常泛酸
胃酸	胃泛酸
胃酸	胃泛酸水
胃酸	胃烧的难受
胃酸	胃返酸
胃酸	胃部泛酸
胃酸	胃部灼热
胃酸	胃部酸
胃酸	胃里泛酸
胃酸	返酸水
胃酸缺乏	胃部酸缺乏
胃酸缺乏	胃酸减少
胃黏膜水肿	胃粘膜水肿
胆管坏死	胆道坏死
胆绞痛	胆囊绞痛
胆道出血	胆管内出血
胆道出血	胆管出血
胆道出血	胆管大出血
胆道出血	胆道内出血
胆道出血	胆道大出血
胆道梗阻	胆管梗阻
背痛	上背疼痛
背痛	上背痛
背痛	上背部疼痛
背痛	上背部痛
背痛	上背部酸痛
背痛	上背酸痛
背痛	右背部疼
背痛	后背刺痛
背痛	后背左侧疼痛
背痛	后背心疼
背痛	后背心疼痛
胰头水肿	胰头部水肿
胰腺出血	胰腺体出血
胰腺坏死	胰腺体坏死
胰腺水肿	胰腺体水肿
胰腺淤血	胰腺体淤血
胰腺肿胀	胰腺体肿胀
胰腺脓肿	胰腺体脓肿
胰腺萎缩	胰腺体萎缩
胸痛	前胸疼痛
胸痛	前胸痛
胸痛	右胸腔疼
胸痛	左胸上部疼痛
胸痛	心口刺痛
胸痛	心口疼痛
胸痛	心口窝刺痛
胸痛	心口窝疼痛
胸痛	心口窝隐痛
胸痛	心口隐痛
胸痛	肺疼痛
胸背部皮损	胸背皮损
胸背部脓疱	胸背脓疱
胸部不适	胸不适
胸部外伤	胸外伤
胸部麻木	胸麻木
胸闷	心口发闷
胸闷	心口闷
胸闷	感觉胸口闷
胸闷	胸口发闷
胸闷	胸口堵
胸闷	胸口堵得慌
胸闷	胸口憋闷
胸闷	胸口有点闷
胸闷	胸口闷
胸闷	胸口闷闷
胸闷	胸口闷闷的
胸骨压痛	胸骨部压痛
胸骨后疼痛	胸骨部后疼痛
脉快	脉搏快
脉快	脉搏细速
脊柱侧弯	脊柱轻度侧弯
脊柱侧弯	腰椎侧弯
脐周疼痛	肚脐周围疼
脐周疼痛	肚脐周围疼痛
脐周疼痛	肚脐周围绞痛
脐周疼痛	肚脐周围胀痛
脐周疼痛	肚脐眼周围疼
脐周疼痛	肚脐眼周围疼痛
脐部肿块	肚脐有一半球形肿块
脐部肿块	肚脐眼有一半球形肿块
脐部肿块	肚脐眼肿块
脐部肿块	肚脐肿块
脐部肿块	脐有一半球形肿块
脐部肿块	脐肿块
脑功能障碍	脑部功能障碍
脑动脉痉挛	颅内动脉痉挛
脑组织缺氧	中枢神经缺氧
脑组织缺氧	大脑动脉缺氧
脑组织缺氧	大脑缺氧
脑组织缺氧	头缺氧
脑组织缺氧	头部缺氧
脑组织缺氧	脑子缺氧
脑组织缺氧	脑细胞缺氧
脑组织缺氧	脑缺氧
脑组织缺氧	脑袋缺氧
脑组织缺氧	脑部细胞缺氧
脑组织缺氧	脑部缺氧
脑血管畸形	中枢神经系统畸形
脑血管畸形	大脑动脉畸形
脑血管畸形	脑部血管畸形
脑血管痉挛	脑部血管痉挛
脓痰	吐黄痰
脓痰	咯脓痰
脓痰	咳出黄痰
脓痰	咳脓痰
脓痰	咳黄痰
脓痰	有黄痰
脓痰	浓痰
脓痰	痰呈粘液脓性
脓痰	痰粘稠
脓痰	脓性痰
脓痰	黄痰
脓血便	排脓血便
脚气	有脚气
脚臭	脚部臭
脚臭	足臭
脚臭	足部臭
脱发	产后脱发
脱发	头发一直掉
脱发	头发变少
脱发	头发变少了
脱发	头发掉
脱发	头发掉很多
脱发	头发掉得很厉害
脱发	头发掉的厉害
脱发	头发掉的多
脱发	头发掉的很厉害
脱发	头发掉的特别厉害
脱屑	干燥脱屑
脱屑	皮肤脱屑
脱水	失水
脱皮	皮肤脱皮
脱皮	蜕皮
脾大	脾增大
脾大	脾肿大
脾大	脾脏增大
脾大	脾脏大
脾大	脾脏肿大
腋下疼痛	腋疼痛
腋下疼痛	腋窝处疼痛
腋下疼痛	腋窝疼痛
腋下疼痛	腋窝痛
腋下疼痛	腋窝部疼痛
腋下疼痛	腋部疼痛
腋窝淋巴结肿大	腋下淋巴结肿大
腋窝淋巴结肿大	腋下淋巴肿大
腋窝淋巴结肿大	腋窝淋巴结肿块
腋窝淋巴结肿大	腋窝部淋巴结肿块
腋窝淋巴结肿大	腋窝部淋巴结肿大
腋窝淋巴结肿大	腋部淋巴结肿块
腋窝淋巴结肿大	腋部淋巴结肿大
腋臭	狐臭
腋臭	腋下异味
腋臭	腋下有味
腋臭	腋下有味道
腋臭	腋下有异味
腋臭	腋下有臭味
腋臭	腋下臭
腋臭	腋窝下有异味
腋臭	腋窝处臭
腋臭	腋窝臭
腋臭	腋窝部臭
腮腺肿大	腮腺区肿大
腮腺肿大	腮腺肿胀
腰扭伤	下背扭伤
腰扭伤	下背部扭伤
腰扭伤	后腰扭伤
腰扭伤	腰椎扭伤
腰扭伤	腰部扭伤
腰扭伤	腰部脊椎扭伤
腰扭伤	闪腰
腰痛	下背疼痛
腰痛	下背痛
腰痛	下背部疼痛
腰痛	下背部痛
腰痛	下背部酸痛
腰痛	下背酸痛
腰痛	后腰疼
腰痛	后腰疼痛
腰痛	后腰痛
腰痛	后腰酸
腰痛	后腰酸疼
腰胀	下背胀
腰胀	下背部胀
腰胀	后腰胀
腰胀	腰部胀
腰背部灼热	背腰灼热
腰背部灼热	背腰部灼热
腰背部灼热	腰背灼热
腰腿痛	腰腿疼
腰腿痛	腰腿疼痛
腰部水肿	下背水肿
腰部水肿	下背部水肿
腰部水肿	后腰水肿
腰部水肿	腰水肿
腰部疱疹	下背疱疹
腰部疱疹	下背部疱疹
腰部疱疹	后腰疱疹
腰部疱疹	腰疱疹
腰部绞痛	下背绞痛
腰部绞痛	下背部绞痛
腰部绞痛	后腰绞痛
腰部绞痛	腰绞痛
腰部肿块	下背肿块
腰部肿块	下背部肿块
腰部肿块	后腰肿块
腰部肿块	腰肿块
腰部脓肿	下背脓肿
腰部脓肿	下背部脓肿
腰部脓肿	后腰脓肿
腰部脓肿	腰脓肿
腰部钝痛	下背部钝痛
腰部钝痛	下背钝痛
腰部钝痛	后腰钝痛
腰部钝痛	腰钝痛
腰部隐痛	下背部隐痛
腰部隐痛	下背隐痛
腰部隐痛	后腰隐痛
腰部隐痛	腰隐痛
腰部麻木	下背部麻木
腰部麻木	下背麻木
腰部麻木	后腰麻木
腰部麻木	腰麻木
腱反射消失	膝腱反射消失
腹水	肚子水
腹水	腹积水
腹水	腹腔有积水
腹水	腹腔积水
腹水	腹部有积液
腹水	腹部水
腹水	腹部积水
腹水	腹部积液
腹泻	便溏
腹泻	儿童腹泻
腹泻	啦肚子
腹泻	垃肚子
腹泻	大便不成型
腹泻	大便不成形
腹泻	大便不成行
腹泻	大便成水状
腹泻	大便时溏时泻
腹泻	大便次数增多
腹泻	大便次数多
腹痛	孕中期腹痛
腹痛	总是肚子疼
腹痛	总肚子疼
腹痛	感觉肚子疼
腹痛	有腹痛
腹痛	经常肚子疼
腹痛	老是肚子疼
腹痛	老是肚子痛
腹痛	老肚子疼
腹痛	肚子一直痛
腹痛	肚子会疼
腹股沟肿块	腹股沟包块
腹股沟肿块	腹股沟区包块
腹股沟肿块	腹股沟区肿块
腹股沟肿块	腹股沟部包块
腹股沟肿块	腹股沟部肿块
腹胀	下腹涨
腹胀	感觉肚子胀
腹胀	涨肚子
腹胀	肚子发涨
腹胀	肚子发胀
腹胀	肚子好胀
腹胀	肚子很涨
腹胀	肚子很胀
腹胀	肚子撑
腹胀	肚子有点胀
腹胀	肚子涨
腹部受凉	肚子着凉
腹部受凉	腹着凉
腹部受凉	腹部着凉
腹部疱疹	肚子疱疹
腹部疱疹	腹疱疹
腹部痉挛	肚子痉挛
腹部痉挛	腹痉挛
腹部皮损	肚子皮损
腹部皮损	腹皮损
腹部着凉	肚子受凉
腹部着凉	腹受凉
腹部着凉	腹部受凉
腹部紧张	肚子紧张
腹部紧张	腹紧张
腹部肿胀	肚子水肿
腹部肿胀	肚子肿胀
腹部肿胀	腹肿胀
腹部肿胀	腹部水肿
腹部脓肿	肚子脓肿
腹部脓肿	腹脓肿
膝关节僵硬	双侧膝关节僵硬
膝关节僵硬	膝僵硬
膝关节僵硬	膝关节僵直
膝关节僵硬	膝盖僵硬
膝关节僵硬	膝部僵硬
膝关节扭伤	双侧膝关节扭伤
膝关节扭伤	膝扭伤
膝关节扭伤	膝盖扭伤
膝关节扭伤	膝部扭伤
膝关节疼痛	双侧膝关节疼痛
膝关节疼痛	膝关节疼
膝关节疼痛	膝关节肿痛
膝关节疼痛	膝关节肿胀疼痛
膝关节疼痛	膝关节酸疼
膝关节疼痛	膝前疼痛
膝关节疼痛	膝疼痛
膝关节疼痛	膝痛
膝关节疼痛	膝盖关节疼
膝关节疼痛	膝盖处疼痛
膝关节疼痛	膝盖有点疼
膝关节肿胀	双侧膝关节水肿
膝关节肿胀	双侧膝关节肿胀
膝关节肿胀	膝关节大
膝关节肿胀	膝关节水肿
膝关节肿胀	膝关节肿大
膝关节肿胀	膝水肿
膝关节肿胀	膝盖水肿
膝关节肿胀	膝盖肿胀
膝关节肿胀	膝肿胀
膝关节肿胀	膝部水肿
膝关节肿胀	膝部肿胀
臀部水肿	屁股水肿
臀部水肿	臀水肿
臀部疱疹	屁股疱疹
臀部疱疹	臀疱疹
臀部疼痛	屁股疼
臀部疼痛	屁股疼痛
臀部疼痛	屁股痛
臀部疼痛	屁股酸痛
臀部疼痛	臀疼痛
臀部疼痛	臀部痛
臀部疼痛	臀部酸痛
臀部疼痛	臀酸痛
臀部麻木	屁股麻木
臀部麻木	臀麻木
自汗	体虚自汗
自汗	表虚自汗
舌淡	唇舌淡白
舌淡	舌头淡
舌淡	舌淡红
舌淡	舌部淡
舌部溃疡	舌头溃疡
舌部疱疹	舌头疱疹
舌部疼痛	舌头疼
舌部疼痛	舌头疼痛
舌部疼痛	舌头痛
舌部疼痛	舌部疼痛
舌部疼痛	舌部痛
舒张压高	低压高
舒张压高	舒张压偏高
色素沉着	全身皮肤色素加深
色素沉着	全身皮肤色素沉着
色素沉着	变黑了
色素沉着	嘴唇上长黑斑
色素沉着	皮肤发黑
色素沉着	皮肤变黑
色素沉着	皮肤变黑了
色素沉着	皮肤色素加深
色素沉着	皮肤色素沉着
色素沉着	皮肤颜色加深
色素沉着	皮肤黑色素
色素脱失	黑色素缺失
菌尿	细菌尿
虚弱	体质虚弱
虚弱	全身虚弱
虚弱	素体虚弱
虚弱	肾气虚弱
虚弱	虚弱无力
虚弱	身体各处瘦弱
虚弱	身体太虚
虚弱	身体差
虚弱	身体弱
虚弱	身体特别虚
虚弱	身体瘦弱
蛋白尿	尿微量白蛋白高
蛋白尿	尿蛋白1
蛋白尿	尿蛋白2个加号
蛋白尿	尿蛋白3
蛋白尿	尿蛋白3个加
蛋白尿	尿蛋白一个加号
蛋白尿	尿蛋白两个加
蛋白尿	尿蛋白偏高
蛋白尿	尿蛋白加
蛋白尿	尿蛋白阳性
蛋白尿	尿蛋白高
血压下降	全身动脉血压下降
血压下降	动脉血压下降
血压下降	血压低
血压下降	血压偏低
血压下降	血压降低
血压升高	全身动脉血压升高
血压升高	动脉血压升高
血压升高	血压偏高
血压升高	血压增高
血压升高	血压高
血小板减少	血小板下降
血小板减少	血小板低
血小板减少	血小板偏低
血小板减少	血小板减小
血小板减少	血小板只有3
血小板减少	血小板只有4
血小板减少	血小板只有8
血小板减少	血小板太低
血小板减少	血小板少
血小板减少	血小板底
血小板减少	血小板很低
血小板增多	孩子血小板高
血小板增多	小孩血小板高
血小板增多	血小板偏高
血小板增多	血小板升高
血小板增多	血小板增高
血小板增多	血小板高
血尿	小便出血
血尿	小便带血
血尿	小便时有血
血尿	小便有血
血尿	小便有血丝
血尿	小便血
血尿	尿中带血
血尿	尿中有血
血尿	尿出血
血尿	尿后有血
血尿	尿尿出血
血性白带	同房后白带带血
血性白带	带血丝白带
血性白带	带血白带
血性白带	带血的白带
血性白带	白带一直有血
血性白带	白带上有血丝
血性白带	白带中带有血丝
血性白带	白带中带血丝
血性白带	白带会有血
血性白带	白带伴有血
血性白带	白带伴有血丝
血沉增快	血沉偏高
血沉增快	血沉高
血热	血热证
血管充血	全身血管充血
血管出血	全身血管内出血
血管出血	全身血管出血
血管出血	血管内出血
血管发育不良	全身血管发育不良
血管损伤	全身血管损伤
血管杂音	全身血管杂音
血管畸形	全身血管畸形
血管痉挛	全身血管痉挛
血管紧张	全身血管紧张
血管麻痹	全身血管麻痹
血精	射精后有血
血精	射精带血
血精	射精时有血
血精	射精有血
血精	精中带血
血精	精子带血
血精	精子里面有血
血精	精液中带血
血精	精液中有血
血精	精液发红
血精	精液带血
行走困难	行动困难
视乳头充血	视神经乳头充血
视乳头出血	视神经乳头出血
视乳头水肿	视神经乳头水肿
视乳头肿胀	视神经乳头肿胀
视乳头萎缩	视神经乳头萎缩
视力下降	缓慢视力下降
视力下降	视力低下
视力下降	视力减退
视力下降	视力急剧减退
视力下降	视力障碍
视力下降	视觉障碍
视物模糊	眼睛很模糊
视物模糊	眼睛有点模糊
视物模糊	眼睛看不清楚
视物模糊	眼睛看东西有点模糊
视物模糊	眼睛看东西模糊
视物模糊	视力模糊
视物模糊	视物不清
视物模糊	视物昏花
视物模糊	视觉模糊
视疲劳	用眼疲劳
视疲劳	眼不舒服
视疲劳	眼疲劳
视疲劳	眼睛疲劳
视疲劳	眼睛累
视疲劳	眼部疲劳
视疲劳	视力疲劳
角膜水肿	全角膜水肿
角膜水肿	眼角膜水肿
角膜混浊	全角膜混浊
角膜混浊	眼角膜混浊
角膜溃疡	全角膜溃疡
角膜溃疡	眼角膜溃疡
角膜瘢痕	全角膜瘢痕
角膜瘢痕	眼角膜瘢痕
角膜白斑	全角膜白斑
角膜白斑	眼角膜白斑
触痛	有触痛
谵妄	神昏谵语
谵妄	谵语
起水泡	出水泡
足底疱疹	脚底板疱疹
足底疱疹	脚掌疱疹
足底疱疹	足底部疱疹
足底疼痛	脚底板疼痛
足底疼痛	脚心疼痛
足底疼痛	脚心痛
足底疼痛	脚掌疼痛
足底疼痛	足底部疼痛
足底皮疹	脚底板皮疹
足底皮疹	脚掌皮疹
足底皮疹	足底部皮疹
足底麻木	脚底板麻木
足底麻木	脚掌麻木
足底麻木	足底部麻木
足背疼痛	足背部疼痛
足背肿胀	足背部肿胀
足背麻木	足背部麻木
足趾麻木	足趾部麻木
足跟肿胀	脚后跟肿胀
足跟肿胀	脚跟肿胀
跛行	走路跛行
跛行	间歇性跛行
踝关节出血	脚踝出血
踝关节水肿	脚踝水肿
踝关节水肿	脚踝浮肿
踝关节水肿	脚踝肿
躁动	躁动不安
躁狂	狂躁
躁狂	狂躁不安
躯干疱疹	躯干部疱疹
躯干皮疹	躯干部皮疹
轻咳	轻度咳嗽
轻咳	轻微咳嗽
过度疲劳	极度疲劳
过度疲劳	疲劳过度
遗精	梦遗
遗精	滑精
遗精	遗精滑泄
酸胀	发胀
酸胀	酸胀不适
酸胀	酸胀痛
酸胀	鼓胀
铁锈色痰	咳铁锈样痰
铁锈色痰	咳铁锈色痰
铁锈色痰	铁锈样痰
闭经	经闭
阳痿	勃起不坚
阳痿	勃起不坚硬
阳痿	勃起不好
阳痿	勃起困难
阳痿	阳萎
阳痿	阴茎不勃起
阳痿	阴茎不坚
阳痿	阴茎不硬
阳痿	阴茎不能勃起
阳痿	阴茎勃不起
阳痿	阴茎勃不起来
阴唇水肿	大小阴唇水肿
阴唇肿胀	外阴部肿胀
阴唇肿胀	大小阴唇肿胀
阴唇肿胀	阴唇肿
阴唇肿胀	阴唇肿大
阴囊湿疹	双侧睾丸湿疹
阴囊湿疹	睾丸湿疹
阴囊湿疹	阴囊部湿疹
阴囊溃疡	双侧睾丸溃疡
阴囊溃疡	睾丸溃疡
阴囊溃疡	阴囊部溃疡
阴囊瘙痒	双侧睾丸瘙痒
阴囊瘙痒	睾丸瘙痒
阴囊瘙痒	阴囊很痒
阴囊瘙痒	阴囊部瘙痒
阴囊皮损	双侧睾丸皮损
阴囊皮损	睾丸皮损
阴囊皮损	阴囊部皮损
阴囊红斑	双侧睾丸红斑
阴囊红斑	睾丸红斑
阴囊红斑	阴囊部红斑
阴茎头结节	龟头结节
阴茎异常勃起	异常勃起
阴茎异常勃起	生殖器异常勃起
阴茎异常勃起	阴茎勃起异常
阴茎疼痛	勃起疼痛
阴茎疼痛	阴茎勃起疼
阴茎疼痛	阴茎勃起疼痛
阴茎疼痛	阴茎痛
阴虱	下体虱
阴虱	会阴部虱
阴虱	外生殖器虱
阴虱	外阴虱
阴虱	外阴部虱
阴虱	女阴虱
阴虱	女阴部虱
阴虱	生殖器虱
阴虱	生殖器部虱
阴虱	私处虱
阴虱	阴道虱
阴道充血	下体充血
阴道充血	会阴充血
阴道充血	会阴部充血
阴道充血	外生殖器充血
阴道充血	外阴充血
阴道充血	外阴部充血
阴道充血	女阴充血
阴道充血	女阴部充血
阴道充血	生殖器充血
阴道充血	生殖器部充血
阴道充血	私处充血
阴道出血点	下体出血点
阴道大出血	下体大出血
阴道大出血	会阴大出血
阴道大出血	会阴部大出血
阴道大出血	外生殖器大出血
阴道大出血	外阴大出血
阴道大出血	外阴部大出血
阴道大出血	女阴大出血
阴道大出血	女阴部大出血
阴道大出血	生殖器大出血
阴道大出血	生殖器部大出血
阴道大出血	私处大出血
阴道异常出血	下体异常出血
阴道流血	下体不规则流血
阴道流血	下体出血
阴道流血	下体流血
阴道流血	下身出血
阴道流血	下面有血
阴道流血	不规则出血
阴道流血	做爱流血
阴道流血	同房出血
阴道流血	同房后出血
阴道流血	同房后有血
阴道流血	同房后白带有血丝
阴道痉挛	下体痉挛
阴道痉挛	会阴痉挛
阴道痉挛	会阴部痉挛
阴道痉挛	外生殖器痉挛
阴道痉挛	外阴痉挛
阴道痉挛	外阴部痉挛
阴道痉挛	女阴痉挛
阴道痉挛	女阴部痉挛
阴道痉挛	生殖器痉挛
阴道痉挛	生殖器部痉挛
阴道痉挛	私处痉挛
雌激素低	雌激素太低
雌激素低	雌激素过低
面肌痉挛	头面抽动
面肌痉挛	头面抽搐
面肌痉挛	头面痉挛
面肌痉挛	头面部抽动
面肌痉挛	头面部抽搐
面肌痉挛	头面部痉挛
面肌痉挛	头面部皮肤抽动
面肌痉挛	头面部皮肤抽搐
面肌痉挛	头面部皮肤痉挛
面肌痉挛	脸上抽动
面肌痉挛	脸上抽搐
面色苍白	头面白
面色苍白	头面部白
面色苍白	头面部皮肤白
面色苍白	脸上白
面色苍白	脸白
面色苍白	脸色发白
面色苍白	脸色苍白
面色苍白	脸部白
面色苍白	脸部皮肤白
面色苍白	面色发白
面色苍白	面部两侧白
面部出汗	头面出汗
面部出汗	头面部出汗
面部出汗	头面部皮肤出汗
面部出汗	脸上出汗
面部出汗	脸出汗
面部出汗	脸部出汗
面部出汗	脸部皮肤出汗
面部出汗	面出汗
面部出汗	面部两侧出汗
面部出汗	面部皮肤出汗
面部出汗	颜面出汗
面部发热	头面发热
面部发热	头面部发热
面部发热	头面部皮肤发热
面部发热	脸上发热
面部发热	脸发热
面部发热	脸部发热
面部发热	脸部皮肤发热
面部发热	面发热
面部发热	面部两侧发热
面部发热	面部皮肤发热
面部发热	颜面发热
面部斑块	头面斑块
面部斑块	头面部斑块
面部斑块	头面部皮肤斑块
面部斑块	头面部皮肤长斑
面部斑块	头面部长斑
面部斑块	头面长斑
面部斑块	脸上斑块
面部斑块	脸上长斑
面部斑块	脸斑块
面部斑块	脸部斑块
面部斑块	脸部皮肤斑块
面部疼痛	头面疼痛
面部疼痛	头面部疼痛
面部疼痛	头面部皮肤疼痛
面部疼痛	脸上疼痛
面部疼痛	脸疼痛
面部疼痛	脸部疼痛
面部疼痛	脸部皮肤疼痛
面部疼痛	面疼痛
面部疼痛	面部两侧疼痛
面部疼痛	面部皮肤疼痛
面部疼痛	颜面疼痛
面部瘙痒	头面痒
面部瘙痒	头面瘙痒
面部瘙痒	头面部痒
面部瘙痒	头面部瘙痒
面部瘙痒	头面部皮肤痒
面部瘙痒	头面部皮肤瘙痒
面部瘙痒	脸上痒
面部瘙痒	脸上瘙痒
面部瘙痒	脸痒
面部瘙痒	脸瘙痒
面部瘙痒	脸部痒
面部瘢痕	头面瘢痕
面部瘢痕	头面部瘢痕
面部瘢痕	头面部皮肤瘢痕
面部瘢痕	脸上瘢痕
面部瘢痕	脸瘢痕
面部瘢痕	脸部瘢痕
面部瘢痕	脸部皮肤瘢痕
面部瘢痕	面瘢痕
面部瘢痕	面部两侧瘢痕
面部瘢痕	面部皮肤瘢痕
面部瘢痕	颜面瘢痕
面部白斑	头面白斑
面部白斑	头面部白斑
面部白斑	头面部皮肤白斑
面部白斑	脸上白斑
面部白斑	脸白斑
面部白斑	脸部白斑
面部白斑	脸部皮肤白斑
面部白斑	面白斑
面部白斑	面部两侧白斑
面部白斑	面部皮肤白斑
面部白斑	颜面白斑
面部皮损	头面皮损
面部皮损	头面部皮损
面部皮损	头面部皮肤皮损
面部皮损	脸上皮损
面部皮损	脸皮损
面部皮损	脸部皮损
面部皮损	脸部皮肤皮损
